ID,Name,Date,Time,Session
76,User 76,2024-11-28,13:54:01.266863,Afternoon
76,User 76,2024-11-28,13:54:01.296492,Afternoon
76,User 76,2024-11-28,13:54:01.400913,Afternoon
76,User 76,2024-11-28,13:54:01.502364,Afternoon
76,User 76,2024-11-28,13:54:01.716597,Afternoon
76,User 76,2024-11-28,13:54:01.871048,Afternoon
76,User 76,2024-11-28,13:54:02.033013,Afternoon
76,User 76,2024-11-28,13:54:02.078423,Afternoon
76,User 76,2024-11-28,13:54:02.179888,Afternoon
76,User 76,2024-11-28,13:54:02.220457,Afternoon
76,User 76,2024-11-28,13:54:02.253458,Afternoon
76,User 76,2024-11-28,13:54:02.284566,Afternoon
76,User 76,2024-11-28,13:54:02.308652,Afternoon
76,User 76,2024-11-28,13:54:02.368941,Afternoon
76,User 76,2024-11-28,13:54:02.397837,Afternoon
76,User 76,2024-11-28,13:54:02.453892,Afternoon
76,User 76,2024-11-28,13:54:02.481898,Afternoon
76,User 76,2024-11-28,13:54:02.524040,Afternoon
76,User 76,2024-11-28,13:54:02.575617,Afternoon
76,User 76,2024-11-28,13:54:02.609525,Afternoon
76,User 76,2024-11-28,13:54:02.642529,Afternoon
76,User 76,2024-11-28,13:54:02.697079,Afternoon
76,User 76,2024-11-28,13:54:02.723331,Afternoon
76,User 76,2024-11-28,13:54:02.770622,Afternoon
76,User 76,2024-11-28,13:54:02.819764,Afternoon
76,User 76,2024-11-28,13:54:02.854009,Afternoon
76,User 76,2024-11-28,13:54:02.888926,Afternoon
76,User 76,2024-11-28,13:54:03.039187,Afternoon
76,User 76,2024-11-28,13:54:03.093086,Afternoon
76,User 76,2024-11-28,13:54:03.120110,Afternoon
76,User 76,2024-11-28,13:54:03.191418,Afternoon
76,User 76,2024-11-28,13:54:03.222670,Afternoon
76,User 76,2024-11-28,13:54:03.264822,Afternoon
76,User 76,2024-11-28,13:54:03.295019,Afternoon
76,User 76,2024-11-28,13:54:03.504828,Afternoon
76,User 76,2024-11-28,13:54:03.715951,Afternoon
76,User 76,2024-11-28,13:54:03.756952,Afternoon
76,User 76,2024-11-28,13:54:03.791207,Afternoon
76,User 76,2024-11-28,13:54:03.821063,Afternoon
76,User 76,2024-11-28,13:54:03.894258,Afternoon
76,User 76,2024-11-28,13:54:03.929304,Afternoon
76,User 76,2024-11-28,13:54:03.956399,Afternoon
76,User 76,2024-11-28,13:54:03.987479,Afternoon
76,User 76,2024-11-28,13:54:04.257848,Afternoon
76,User 76,2024-11-28,13:54:04.334700,Afternoon
76,User 76,2024-11-28,13:54:04.429489,Afternoon
76,User 76,2024-11-28,13:54:04.518060,Afternoon
76,User 76,2024-11-28,13:54:04.558355,Afternoon
76,User 76,2024-11-28,13:54:04.596754,Afternoon
76,User 76,2024-11-28,13:54:04.821124,Afternoon
76,User 76,2024-11-28,13:54:04.878666,Afternoon
76,User 76,2024-11-28,13:54:04.908281,Afternoon
76,User 76,2024-11-28,13:54:05.005504,Afternoon
76,User 76,2024-11-28,13:54:05.064562,Afternoon
76,User 76,2024-11-28,13:54:05.090901,Afternoon
76,User 76,2024-11-28,13:54:05.156848,Afternoon
76,User 76,2024-11-28,13:54:05.280051,Afternoon
76,User 76,2024-11-28,13:54:05.313597,Afternoon
76,User 76,2024-11-28,13:54:05.345682,Afternoon
76,User 76,2024-11-28,13:54:06.094122,Afternoon
76,User 76,2024-11-28,13:54:06.560323,Afternoon
76,User 76,2024-11-28,13:54:06.622795,Afternoon
76,User 76,2024-11-28,13:54:06.687910,Afternoon
76,User 76,2024-11-28,13:54:06.719785,Afternoon
76,User 76,2024-11-28,13:54:07.791306,Afternoon
76,User 76,2024-11-28,13:54:09.601117,Afternoon
76,User 76,2024-11-28,13:54:10.048824,Afternoon
76,User 76,2024-11-28,13:54:10.303944,Afternoon
76,User 76,2024-11-28,13:54:10.608169,Afternoon
76,User 76,2024-11-28,13:54:10.817037,Afternoon
76,User 76,2024-11-28,13:54:10.943122,Afternoon
76,User 76,2024-11-28,13:54:11.363252,Afternoon
76,User 76,2024-11-28,13:54:11.393438,Afternoon
76,User 76,2024-11-28,13:54:11.569749,Afternoon
76,User 76,2024-11-28,13:54:11.652867,Afternoon
76,User 76,2024-11-28,13:54:11.693125,Afternoon
76,User 76,2024-11-28,13:54:11.726471,Afternoon
76,User 76,2024-11-28,13:54:11.793626,Afternoon
76,User 76,2024-11-28,13:54:11.824164,Afternoon
76,User 76,2024-11-28,13:54:11.939334,Afternoon
76,User 76,2024-11-28,13:54:11.978260,Afternoon
76,User 76,2024-11-28,13:54:12.006907,Afternoon
76,User 76,2024-11-28,13:54:12.044919,Afternoon
76,User 76,2024-11-28,13:54:12.074063,Afternoon
76,User 76,2024-11-28,13:54:12.100228,Afternoon
76,User 76,2024-11-28,13:54:12.177424,Afternoon
76,User 76,2024-11-28,13:54:12.307484,Afternoon
76,User 76,2024-11-28,13:54:12.418403,Afternoon
76,User 76,2024-11-28,13:54:12.454317,Afternoon
76,User 76,2024-11-28,13:54:12.512982,Afternoon
76,User 76,2024-11-28,13:54:12.539096,Afternoon
76,User 76,2024-11-28,13:54:12.608830,Afternoon
76,User 76,2024-11-28,13:54:12.769999,Afternoon
76,User 76,2024-11-28,13:54:13.011730,Afternoon
76,User 76,2024-11-28,13:54:13.169058,Afternoon
76,User 76,2024-11-28,13:54:13.434104,Afternoon
76,User 76,2024-11-28,13:54:13.526880,Afternoon
76,User 76,2024-11-28,13:54:13.718093,Afternoon
76,User 76,2024-11-28,13:54:13.750179,Afternoon
76,User 76,2024-11-28,13:54:13.804515,Afternoon
76,User 76,2024-11-28,13:54:13.941577,Afternoon
76,User 76,2024-11-28,13:54:14.021306,Afternoon
76,User 76,2024-11-28,13:54:14.145583,Afternoon
76,User 76,2024-11-28,13:54:14.204720,Afternoon
76,User 76,2024-11-28,13:54:14.232397,Afternoon
76,User 76,2024-11-28,13:54:14.305749,Afternoon
76,User 76,2024-11-28,13:54:14.337494,Afternoon
76,User 76,2024-11-28,13:54:14.377325,Afternoon
76,User 76,2024-11-28,13:54:14.400351,Afternoon
76,User 76,2024-11-28,13:54:14.439707,Afternoon
76,User 76,2024-11-28,13:54:14.472807,Afternoon
76,User 76,2024-11-28,13:54:14.507820,Afternoon
76,User 76,2024-11-28,13:54:14.531349,Afternoon
76,User 76,2024-11-28,13:54:14.640748,Afternoon
76,User 76,2024-11-28,13:54:14.942688,Afternoon
76,User 76,2024-11-28,13:54:15.778149,Afternoon
76,User 76,2024-11-28,13:54:15.810150,Afternoon
76,User 76,2024-11-28,13:54:15.870155,Afternoon
76,User 76,2024-11-28,13:54:15.927262,Afternoon
76,User 76,2024-11-28,13:54:16.148766,Afternoon
76,User 76,2024-11-28,13:54:16.419494,Afternoon
76,User 76,2024-11-28,13:54:16.564504,Afternoon
76,User 76,2024-11-28,13:54:16.594023,Afternoon
76,User 76,2024-11-28,13:54:16.638589,Afternoon
76,User 76,2024-11-28,13:54:16.704749,Afternoon
76,User 76,2024-11-28,13:54:16.741376,Afternoon
76,User 76,2024-11-28,13:54:16.782509,Afternoon
76,User 76,2024-11-28,13:54:16.808602,Afternoon
76,User 76,2024-11-28,13:54:16.834468,Afternoon
76,User 76,2024-11-28,13:54:16.866486,Afternoon
76,User 76,2024-11-28,13:54:16.910652,Afternoon
76,User 76,2024-11-28,13:54:16.962039,Afternoon
76,User 76,2024-11-28,13:54:17.020353,Afternoon
22,User 22,2024-11-28,15:01:35,Afternoon
